bytes	files	directory
708614251	790	eval_results/round_trip_phase_prompt_go2_matterport_vision_loco_2024-09-25_23-22-02_policy_v2_active50_replay_on_highsuccess100ep_20260816_ep688/icp_replay_dataset
3035835526	3405	eval_results/round_trip_phase_prompt_go2_matterport_vision_loco_2024-09-25_23-22-02_policy_v2_active50_replay_on_highsuccess100ep_20260816_ep696/icp_replay_dataset
4220886665	4934	eval_results/round_trip_phase_prompt_go2_matterport_vision_loco_2024-09-25_23-22-02_policy_v2_active50_replay_on_highsuccess100ep_20260816_ep705/icp_replay_dataset
1079093959	1246	eval_results/round_trip_phase_prompt_go2_matterport_vision_loco_2024-09-25_23-22-02_policy_v2_active50_replay_on_highsuccess100ep_20260816_ep733/icp_replay_dataset
580096749	613	eval_results/round_trip_phase_prompt_go2_matterport_vision_loco_2024-09-25_23-22-02_policy_v2_active50_replay_on_highsuccess100ep_20260816_ep783/icp_replay_dataset
2021028944	2203	eval_results/round_trip_phase_prompt_go2_matterport_vision_loco_2024-09-25_23-22-02_policy_v2_active50_replay_on_highsuccess100ep_20260816_ep784/icp_replay_dataset
3252317011	3523	eval_results/round_trip_phase_prompt_go2_matterport_vision_loco_2024-09-25_23-22-02_policy_v2_active50_replay_on_highsuccess100ep_20260816_ep785/icp_replay_dataset
1770901327	1936	eval_results/round_trip_phase_prompt_go2_matterport_vision_loco_2024-09-25_23-22-02_policy_v2_active50_replay_on_highsuccess100ep_20260816_ep806/icp_replay_dataset
1753733776	2020	eval_results/round_trip_phase_prompt_go2_matterport_vision_loco_2024-09-25_23-22-02_policy_v2_active50_replay_on_highsuccess100ep_20260816_ep813/icp_replay_dataset
5459435426	6011	eval_results/round_trip_phase_prompt_go2_matterport_vision_loco_2024-09-25_23-22-02_policy_v2_active50_replay_on_highsuccess100ep_20260816_ep814/icp_replay_dataset
906873834	1031	eval_results/round_trip_phase_prompt_go2_matterport_vision_loco_2024-09-25_23-22-02_policy_v2_active50_replay_on_highsuccess100ep_20260816_ep815/icp_replay_dataset
1861120778	2173	eval_results/round_trip_phase_prompt_go2_matterport_vision_loco_2024-09-25_23-22-02_policy_v2_active50_replay_on_highsuccess100ep_20260816_ep829/icp_replay_dataset
1130541369	1241	eval_results/round_trip_phase_prompt_go2_matterport_vision_loco_2024-09-25_23-22-02_policy_v2_active50_replay_on_highsuccess100ep_20260816_ep844/icp_replay_dataset
1274095763	1475	eval_results/round_trip_phase_prompt_go2_matterport_vision_loco_2024-09-25_23-22-02_policy_v2_active50_replay_on_highsuccess100ep_20260816_ep86/icp_replay_dataset
5331181536	6013	eval_results/round_trip_phase_prompt_go2_matterport_vision_loco_2024-09-25_23-22-02_policy_v2_active50_replay_on_highsuccess100ep_20260816_ep87/icp_replay_dataset
1280504800	1401	eval_results/round_trip_phase_prompt_go2_matterport_vision_loco_2024-09-25_23-22-02_policy_v2_active50_replay_on_highsuccess100ep_20260816_ep885/icp_replay_dataset
1363101706	1545	eval_results/round_trip_phase_prompt_go2_matterport_vision_loco_2024-09-25_23-22-02_policy_v2_active50_replay_on_highsuccess100ep_20260816_ep888/icp_replay_dataset
1395854880	1603	eval_results/round_trip_phase_prompt_go2_matterport_vision_loco_2024-09-25_23-22-02_policy_v2_active50_replay_on_highsuccess100ep_20260816_ep889/icp_replay_dataset
5349137301	6010	eval_results/round_trip_phase_prompt_go2_matterport_vision_loco_2024-09-25_23-22-02_policy_v2_active50_replay_on_highsuccess100ep_20260816_ep88/icp_replay_dataset
4770909514	6013	eval_results/round_trip_phase_prompt_go2_matterport_vision_loco_2024-09-25_23-22-02_policy_v2_active50_replay_on_highsuccess100ep_20260816_ep895/icp_replay_dataset
3430206855	3879	eval_results/round_trip_phase_prompt_go2_matterport_vision_loco_2024-09-25_23-22-02_policy_v2_active50_replay_on_highsuccess100ep_20260816_ep89/icp_replay_dataset
1932961454	2213	eval_results/round_trip_phase_prompt_go2_matterport_vision_loco_2024-09-25_23-22-02_policy_v2_active50_replay_on_highsuccess100ep_20260816_ep93/icp_replay_dataset
1235462824	1401	eval_results/round_trip_phase_prompt_go2_matterport_vision_loco_2024-09-25_23-22-02_policy_v2_active50_replay_on_highsuccess100ep_20260816_ep95/icp_replay_dataset
2081609329	2444	eval_results/round_trip_phase_prompt_go2_matterport_vision_loco_2024-09-25_23-22-02_policy_v2_active50_replay_on_highsuccess100ep_20260816_ep960/icp_replay_dataset
1484235514	1722	eval_results/round_trip_phase_prompt_go2_matterport_vision_loco_2024-09-25_23-22-02_policy_v2_active50_replay_on_highsuccess100ep_20260816_ep961/icp_replay_dataset
983275365	1154	eval_results/round_trip_phase_prompt_go2_matterport_vision_loco_2024-09-25_23-22-02_policy_v2_active50_replay_on_highsuccess100ep_20260816_ep962/icp_replay_dataset
1525597329	1719	eval_results/round_trip_phase_prompt_go2_matterport_vision_loco_2024-09-25_23-22-02_policy_v2_active50_replay_on_highsuccess100ep_20260816_ep97/icp_replay_dataset
2012197151	2511	eval_results/round_trip_phase_prompt_go2_matterport_vision_loco_2024-09-25_23-22-02_policy_v2_active50_replay_on_highsuccess100ep_20260816_ep993/icp_replay_dataset
2036367533	2511	eval_results/round_trip_phase_prompt_go2_matterport_vision_loco_2024-09-25_23-22-02_policy_v2_active50_replay_on_highsuccess100ep_20260816_ep994/icp_replay_dataset
3506541667	3722	eval_results/round_trip_phase_prompt_go2_matterport_vision_loco_2024-09-25_23-22-02_promotion_active_promote_30ep_20260731_ep134/icp_replay_dataset
685936767	751	eval_results/round_trip_phase_prompt_go2_matterport_vision_loco_2024-09-25_23-22-02_promotion_active_promote_30ep_20260731_ep187/icp_replay_dataset
1569291354	1757	eval_results/round_trip_phase_prompt_go2_matterport_vision_loco_2024-09-25_23-22-02_promotion_active_promote_30ep_20260731_ep205/icp_replay_dataset
1844855437	2179	eval_results/round_trip_phase_prompt_go2_matterport_vision_loco_2024-09-25_23-22-02_promotion_active_promote_30ep_20260731_ep268/icp_replay_dataset
1642145332	2009	eval_results/round_trip_phase_prompt_go2_matterport_vision_loco_2024-09-25_23-22-02_promotion_active_promote_30ep_20260731_ep295/icp_replay_dataset
3656551825	4047	eval_results/round_trip_phase_prompt_go2_matterport_vision_loco_2024-09-25_23-22-02_promotion_active_promote_30ep_20260731_ep367/icp_replay_dataset
992178138	1141	eval_results/round_trip_phase_prompt_go2_matterport_vision_loco_2024-09-25_23-22-02_promotion_active_promote_30ep_20260731_ep368/icp_replay_dataset
1852996789	2153	eval_results/round_trip_phase_prompt_go2_matterport_vision_loco_2024-09-25_23-22-02_promotion_active_promote_30ep_20260731_ep420/icp_replay_dataset
1765237529	2104	eval_results/round_trip_phase_prompt_go2_matterport_vision_loco_2024-09-25_23-22-02_promotion_active_promote_30ep_20260731_ep488/icp_replay_dataset
1219065010	1362	eval_results/round_trip_phase_prompt_go2_matterport_vision_loco_2024-09-25_23-22-02_promotion_active_promote_30ep_20260731_ep498/icp_replay_dataset
1355179185	1515	eval_results/round_trip_phase_prompt_go2_matterport_vision_loco_2024-09-25_23-22-02_promotion_active_promote_30ep_20260731_ep4/icp_replay_dataset
4165513952	4615	eval_results/round_trip_phase_prompt_go2_matterport_vision_loco_2024-09-25_23-22-02_promotion_active_promote_30ep_20260731_ep5/icp_replay_dataset
1481769091	1629	eval_results/round_trip_phase_prompt_go2_matterport_vision_loco_2024-09-25_23-22-02_promotion_active_promote_30ep_20260731_ep89/icp_replay_dataset
39561965	15	eval_results/round_trip_phase_prompt_go2_matterport_vision_loco_2024-09-25_23-22-02_promotion_quarantine_veto_30ep_20260801_ep205/icp_replay_dataset
1889644764	2240	eval_results/round_trip_phase_prompt_go2_matterport_vision_loco_2024-09-25_23-22-02_promotion_quarantine_veto_30ep_20260801_ep268/icp_replay_dataset
1421752721	1729	eval_results/round_trip_phase_prompt_go2_matterport_vision_loco_2024-09-25_23-22-02_promotion_quarantine_veto_30ep_20260801_ep295/icp_replay_dataset
5348589602	6017	eval_results/round_trip_phase_prompt_go2_matterport_vision_loco_2024-09-25_23-22-02_promotion_quarantine_veto_30ep_20260801_ep367/icp_replay_dataset
1331849252	1519	eval_results/round_trip_phase_prompt_go2_matterport_vision_loco_2024-09-25_23-22-02_promotion_quarantine_veto_30ep_20260801_ep368/icp_replay_dataset
1404955884	1576	eval_results/round_trip_phase_prompt_go2_matterport_vision_loco_2024-09-25_23-22-02_promotion_quarantine_veto_30ep_20260801_ep4/icp_replay_dataset
1842510111	2118	eval_results/round_trip_phase_prompt_go2_matterport_vision_loco_2024-09-25_23-22-02_promotion_quarantine_veto_30ep_20260801_ep5/icp_replay_dataset
3529126387	3859	eval_results/round_trip_phase_prompt_go2_matterport_vision_loco_2024-09-25_23-22-02_promotion_quarantine_veto_30ep_20260801_ep89/icp_replay_dataset
1326763880	1517	eval_results/round_trip_phase_prompt_go2_matterport_vision_loco_2024-09-25_23-22-02_promotion_quarantine_veto_30ep_20260801_resume11_ep368/icp_replay_dataset
2212469598	2634	eval_results/round_trip_phase_prompt_go2_matterport_vision_loco_2024-09-25_23-22-02_promotion_quarantine_veto_30ep_20260801_resume11_ep488/icp_replay_dataset
1403852538	1547	eval_results/round_trip_phase_prompt_go2_matterport_vision_loco_2024-09-25_23-22-02_promotion_quarantine_veto_30ep_20260801_resume13_ep1038/icp_replay_dataset
2059546156	2326	eval_results/round_trip_phase_prompt_go2_matterport_vision_loco_2024-09-25_23-22-02_promotion_quarantine_veto_30ep_20260801_resume13_ep1040/icp_replay_dataset
752707519	853	eval_results/round_trip_phase_prompt_go2_matterport_vision_loco_2024-09-25_23-22-02_promotion_quarantine_veto_30ep_20260801_resume13_ep498/icp_replay_dataset
687723841	763	eval_results/round_trip_phase_prompt_go2_matterport_vision_loco_2024-09-25_23-22-02_promotion_quarantine_veto_30ep_20260801_resume13_ep647/icp_replay_dataset
2075148234	2384	eval_results/round_trip_phase_prompt_go2_matterport_vision_loco_2024-09-25_23-22-02_promotion_quarantine_veto_30ep_20260801_resume13_ep671/icp_replay_dataset
970671257	1135	eval_results/round_trip_phase_prompt_go2_matterport_vision_loco_2024-09-25_23-22-02_promotion_quarantine_veto_30ep_20260801_resume13_ep680/icp_replay_dataset
2478991794	2811	eval_results/round_trip_phase_prompt_go2_matterport_vision_loco_2024-09-25_23-22-02_promotion_quarantine_veto_30ep_20260801_resume13_ep708/icp_replay_dataset
1552896876	1911	eval_results/round_trip_phase_prompt_go2_matterport_vision_loco_2024-09-25_23-22-02_promotion_quarantine_veto_30ep_20260801_resume13_ep994/icp_replay_dataset
2081437724	2326	eval_results/round_trip_phase_prompt_go2_matterport_vision_loco_2024-09-25_23-22-02_promotion_shadow_30ep_20260728_ep1038/icp_replay_dataset
2083956012	2297	eval_results/round_trip_phase_prompt_go2_matterport_vision_loco_2024-09-25_23-22-02_promotion_shadow_30ep_20260728_ep1062/icp_replay_dataset
1098776834	1217	eval_results/round_trip_phase_prompt_go2_matterport_vision_loco_2024-09-25_23-22-02_promotion_shadow_30ep_20260728_ep205/icp_replay_dataset
1093896508	1339	eval_results/round_trip_phase_prompt_go2_matterport_vision_loco_2024-09-25_23-22-02_promotion_shadow_30ep_20260728_ep264/icp_replay_dataset
1991909011	2329	eval_results/round_trip_phase_prompt_go2_matterport_vision_loco_2024-09-25_23-22-02_promotion_shadow_30ep_20260728_ep268/icp_replay_dataset
1877636557	2194	eval_results/round_trip_phase_prompt_go2_matterport_vision_loco_2024-09-25_23-22-02_promotion_shadow_30ep_20260728_ep310/icp_replay_dataset
1848712669	2242	eval_results/round_trip_phase_prompt_go2_matterport_vision_loco_2024-09-25_23-22-02_promotion_shadow_30ep_20260728_ep351/icp_replay_dataset
3299855714	3677	eval_results/round_trip_phase_prompt_go2_matterport_vision_loco_2024-09-25_23-22-02_promotion_shadow_30ep_20260728_ep366/icp_replay_dataset
1083832678	1216	eval_results/round_trip_phase_prompt_go2_matterport_vision_loco_2024-09-25_23-22-02_promotion_shadow_30ep_20260728_ep367/icp_replay_dataset
3062134500	3556	eval_results/round_trip_phase_prompt_go2_matterport_vision_loco_2024-09-25_23-22-02_promotion_shadow_30ep_20260728_ep368/icp_replay_dataset
1582246854	1691	eval_results/round_trip_phase_prompt_go2_matterport_vision_loco_2024-09-25_23-22-02_promotion_shadow_30ep_20260728_ep427/icp_replay_dataset
1632092134	1876	eval_results/round_trip_phase_prompt_go2_matterport_vision_loco_2024-09-25_23-22-02_promotion_shadow_30ep_20260728_ep490/icp_replay_dataset
691441472	764	eval_results/round_trip_phase_prompt_go2_matterport_vision_loco_2024-09-25_23-22-02_promotion_shadow_30ep_20260728_ep539/icp_replay_dataset
1988628281	2300	eval_results/round_trip_phase_prompt_go2_matterport_vision_loco_2024-09-25_23-22-02_promotion_shadow_30ep_20260728_ep579/icp_replay_dataset
2566512975	2963	eval_results/round_trip_phase_prompt_go2_matterport_vision_loco_2024-09-25_23-22-02_promotion_shadow_30ep_20260728_ep581/icp_replay_dataset
3408581804	3703	eval_results/round_trip_phase_prompt_go2_matterport_vision_loco_2024-09-25_23-22-02_promotion_shadow_30ep_20260728_ep5/icp_replay_dataset
1188907002	1332	eval_results/round_trip_phase_prompt_go2_matterport_vision_loco_2024-09-25_23-22-02_promotion_shadow_30ep_20260728_ep647/icp_replay_dataset
1339496521	1483	eval_results/round_trip_phase_prompt_go2_matterport_vision_loco_2024-09-25_23-22-02_promotion_shadow_30ep_20260728_ep658/icp_replay_dataset
1283372859	1483	eval_results/round_trip_phase_prompt_go2_matterport_vision_loco_2024-09-25_23-22-02_promotion_shadow_30ep_20260728_ep669/icp_replay_dataset
5132270600	5863	eval_results/round_trip_phase_prompt_go2_matterport_vision_loco_2024-09-25_23-22-02_promotion_shadow_30ep_20260728_ep671/icp_replay_dataset
675568454	730	eval_results/round_trip_phase_prompt_go2_matterport_vision_loco_2024-09-25_23-22-02_promotion_shadow_30ep_20260728_ep688/icp_replay_dataset
469788609	493	eval_results/round_trip_phase_prompt_go2_matterport_vision_loco_2024-09-25_23-22-02_promotion_shadow_30ep_20260728_ep784/icp_replay_dataset
549970892	583	eval_results/round_trip_phase_prompt_go2_matterport_vision_loco_2024-09-25_23-22-02_promotion_shadow_30ep_20260728_ep785/icp_replay_dataset
627636590	700	eval_results/round_trip_phase_prompt_go2_matterport_vision_loco_2024-09-25_23-22-02_promotion_shadow_30ep_20260728_ep815/icp_replay_dataset
1757009194	1931	eval_results/round_trip_phase_prompt_go2_matterport_vision_loco_2024-09-25_23-22-02_promotion_shadow_30ep_20260728_ep844/icp_replay_dataset
1338940085	1527	eval_results/round_trip_phase_prompt_go2_matterport_vision_loco_2024-09-25_23-22-02_promotion_shadow_30ep_20260728_ep888/icp_replay_dataset
1948871816	2080	eval_results/round_trip_phase_prompt_go2_matterport_vision_loco_2024-09-25_23-22-02_promotion_shadow_30ep_20260728_ep88/icp_replay_dataset
688430586	792	eval_results/round_trip_phase_prompt_go2_matterport_vision_loco_2024-09-25_23-22-02_promotion_shadow_30ep_20260728_ep961/icp_replay_dataset
5101270926	6013	eval_results/round_trip_phase_prompt_go2_matterport_vision_loco_2024-09-25_23-22-02_promotion_shadow_30ep_20260728_ep962/icp_replay_dataset
5632563903	6010	eval_results/round_trip_phase_prompt_go2_matterport_vision_loco_2024-09-25_23-22-02_promotion_shadow_bugfix_smoke_1ep_20260730_ep88/icp_replay_dataset
4076725331	4329	eval_results/round_trip_phase_prompt_go2_matterport_vision_loco_2024-09-25_23-22-02_promotion_shadow_reliable30v3_20260731_ep1038/icp_replay_dataset
2455896811	2745	eval_results/round_trip_phase_prompt_go2_matterport_vision_loco_2024-09-25_23-22-02_promotion_shadow_reliable30v3_20260731_ep1040/icp_replay_dataset
1114594015	1232	eval_results/round_trip_phase_prompt_go2_matterport_vision_loco_2024-09-25_23-22-02_promotion_shadow_reliable30v3_20260731_ep187/icp_replay_dataset
1046326857	1169	eval_results/round_trip_phase_prompt_go2_matterport_vision_loco_2024-09-25_23-22-02_promotion_shadow_reliable30v3_20260731_ep205/icp_replay_dataset
1991910154	2329	eval_results/round_trip_phase_prompt_go2_matterport_vision_loco_2024-09-25_23-22-02_promotion_shadow_reliable30v3_20260731_ep268/icp_replay_dataset
1330623839	1626	eval_results/round_trip_phase_prompt_go2_matterport_vision_loco_2024-09-25_23-22-02_promotion_shadow_reliable30v3_20260731_ep295/icp_replay_dataset
3084309944	3435	eval_results/round_trip_phase_prompt_go2_matterport_vision_loco_2024-09-25_23-22-02_promotion_shadow_reliable30v3_20260731_ep368/icp_replay_dataset
613722437	669	eval_results/round_trip_phase_prompt_go2_matterport_vision_loco_2024-09-25_23-22-02_promotion_shadow_reliable30v3_20260731_ep498/icp_replay_dataset
562596144	584	eval_results/round_trip_phase_prompt_go2_matterport_vision_loco_2024-09-25_23-22-02_promotion_shadow_reliable30v3_20260731_ep4/icp_replay_dataset
5258797844	6017	eval_results/round_trip_phase_prompt_go2_matterport_vision_loco_2024-09-25_23-22-02_promotion_shadow_reliable30v3_20260731_ep500/icp_replay_dataset
3790465659	4518	eval_results/round_trip_phase_prompt_go2_matterport_vision_loco_2024-09-25_23-22-02_promotion_shadow_reliable30v3_20260731_ep5/icp_replay_dataset
684404165	762	eval_results/round_trip_phase_prompt_go2_matterport_vision_loco_2024-09-25_23-22-02_promotion_shadow_reliable30v3_20260731_ep647/icp_replay_dataset
1855214703	2113	eval_results/round_trip_phase_prompt_go2_matterport_vision_loco_2024-09-25_23-22-02_promotion_shadow_reliable30v3_20260731_ep671/icp_replay_dataset
1525750302	1701	eval_results/round_trip_phase_prompt_go2_matterport_vision_loco_2024-09-25_23-22-02_promotion_shadow_reliable30v3_20260731_ep678/icp_replay_dataset
5078872161	6021	eval_results/round_trip_phase_prompt_go2_matterport_vision_loco_2024-09-25_23-22-02_promotion_shadow_reliable30v3_20260731_ep680/icp_replay_dataset
702460234	760	eval_results/round_trip_phase_prompt_go2_matterport_vision_loco_2024-09-25_23-22-02_promotion_shadow_reliable30v3_20260731_ep688/icp_replay_dataset
2625121754	3197	eval_results/round_trip_phase_prompt_go2_matterport_vision_loco_2024-09-25_23-22-02_promotion_shadow_reliable30v3_20260731_ep708/icp_replay_dataset
4697909711	6009	eval_results/round_trip_phase_prompt_go2_matterport_vision_loco_2024-09-25_23-22-02_promotion_shadow_reliable30v3_20260731_ep89/icp_replay_dataset
1280643737	1561	eval_results/round_trip_phase_prompt_go2_matterport_vision_loco_2024-09-25_23-22-02_promotion_shadow_reliable30v3_20260731_ep994/icp_replay_dataset
842884613	946	eval_results/round_trip_phase_prompt_go2_matterport_vision_loco_2024-09-25_23-22-02_promotion_shadow_smoke_3ep_20260728_ep276/icp_replay_dataset
38803870	14	eval_results/round_trip_phase_prompt_go2_matterport_vision_loco_2024-09-25_23-22-02_promotion_shadow_smoke_3ep_20260728_ep344/icp_replay_dataset
1192941876	1303	eval_results/round_trip_phase_prompt_go2_matterport_vision_loco_2024-09-25_23-22-02_promotion_shadow_smoke_3ep_20260728_ep646/icp_replay_dataset
217371596	204	eval_results/round_trip_phase_prompt_go2_matterport_vision_loco_2024-09-25_23-22-02_promotion_shadow_unseen30_20260730_ep255/icp_replay_dataset
594447242	733	eval_results/round_trip_phase_prompt_go2_matterport_vision_loco_2024-09-25_23-22-02_promotion_shadow_unseen30v2_20260730_ep0/icp_replay_dataset
936700118	1039	eval_results/round_trip_phase_prompt_go2_matterport_vision_loco_2024-09-25_23-22-02_promotion_shadow_unseen30v2_20260730_ep10/icp_replay_dataset
46866369	18	eval_results/round_trip_phase_prompt_go2_matterport_vision_loco_2024-09-25_23-22-02_promotion_shadow_unseen30v2_20260730_ep11/icp_replay_dataset
50094886	19	eval_results/round_trip_phase_prompt_go2_matterport_vision_loco_2024-09-25_23-22-02_promotion_shadow_unseen30v2_20260730_ep16/icp_replay_dataset
49746222	19	eval_results/round_trip_phase_prompt_go2_matterport_vision_loco_2024-09-25_23-22-02_promotion_shadow_unseen30v2_20260730_ep17/icp_replay_dataset
262077595	314	eval_results/round_trip_phase_prompt_go2_matterport_vision_loco_2024-09-25_23-22-02_promotion_shadow_unseen30v2_20260730_ep1/icp_replay_dataset
58967396	22	eval_results/round_trip_phase_prompt_go2_matterport_vision_loco_2024-09-25_23-22-02_promotion_shadow_unseen30v2_20260730_ep21/icp_replay_dataset
50397879	20	eval_results/round_trip_phase_prompt_go2_matterport_vision_loco_2024-09-25_23-22-02_promotion_shadow_unseen30v2_20260730_ep22/icp_replay_dataset
56026034	21	eval_results/round_trip_phase_prompt_go2_matterport_vision_loco_2024-09-25_23-22-02_promotion_shadow_unseen30v2_20260730_ep23/icp_replay_dataset
27810931	12	eval_results/round_trip_phase_prompt_go2_matterport_vision_loco_2024-09-25_23-22-02_promotion_shadow_unseen30v2_20260730_ep2/icp_replay_dataset
34517457	14	eval_results/round_trip_phase_prompt_go2_matterport_vision_loco_2024-09-25_23-22-02_promotion_shadow_unseen30v2_20260730_ep30/icp_replay_dataset
37661965	15	eval_results/round_trip_phase_prompt_go2_matterport_vision_loco_2024-09-25_23-22-02_promotion_shadow_unseen30v2_20260730_ep31/icp_replay_dataset
43665905	17	eval_results/round_trip_phase_prompt_go2_matterport_vision_loco_2024-09-25_23-22-02_promotion_shadow_unseen30v2_20260730_ep32/icp_replay_dataset
47483796	18	eval_results/round_trip_phase_prompt_go2_matterport_vision_loco_2024-09-25_23-22-02_promotion_shadow_unseen30v2_20260730_ep33/icp_replay_dataset
47873596	18	eval_results/round_trip_phase_prompt_go2_matterport_vision_loco_2024-09-25_23-22-02_promotion_shadow_unseen30v2_20260730_ep34/icp_replay_dataset
50686267	19	eval_results/round_trip_phase_prompt_go2_matterport_vision_loco_2024-09-25_23-22-02_promotion_shadow_unseen30v2_20260730_ep35/icp_replay_dataset
44389190	17	eval_results/round_trip_phase_prompt_go2_matterport_vision_loco_2024-09-25_23-22-02_promotion_shadow_unseen30v2_20260730_ep39/icp_replay_dataset
63093596	23	eval_results/round_trip_phase_prompt_go2_matterport_vision_loco_2024-09-25_23-22-02_promotion_shadow_unseen30v2_20260730_ep41/icp_replay_dataset
993108091	1938	eval_results/round_trip_phase_prompt_go2_matterport_vision_loco_2024-09-25_23-22-02_reliability_ab_smoke_1ep_20260721_accumulated_ep680/icp_replay_dataset
259555429	453	eval_results/round_trip_phase_prompt_go2_matterport_vision_loco_2024-09-25_23-22-02_reliability_fixon_100ep_20260721_accumulated_ep1000/icp_replay_dataset
2503186972	5003	eval_results/round_trip_phase_prompt_go2_matterport_vision_loco_2024-09-25_23-22-02_reliability_fixon_100ep_20260721_accumulated_ep1008/icp_replay_dataset
494932244	1078	eval_results/round_trip_phase_prompt_go2_matterport_vision_loco_2024-09-25_23-22-02_reliability_fixon_100ep_20260721_accumulated_ep1011/icp_replay_dataset
931774183	1743	eval_results/round_trip_phase_prompt_go2_matterport_vision_loco_2024-09-25_23-22-02_reliability_fixon_100ep_20260721_accumulated_ep1038/icp_replay_dataset
626155632	1153	eval_results/round_trip_phase_prompt_go2_matterport_vision_loco_2024-09-25_23-22-02_reliability_fixon_100ep_20260721_accumulated_ep1040/icp_replay_dataset
2659622406	5003	eval_results/round_trip_phase_prompt_go2_matterport_vision_loco_2024-09-25_23-22-02_reliability_fixon_100ep_20260721_accumulated_ep134/icp_replay_dataset
1767177108	3428	eval_results/round_trip_phase_prompt_go2_matterport_vision_loco_2024-09-25_23-22-02_reliability_fixon_100ep_20260721_accumulated_ep166/icp_replay_dataset
1344531202	2595	eval_results/round_trip_phase_prompt_go2_matterport_vision_loco_2024-09-25_23-22-02_reliability_fixon_100ep_20260721_accumulated_ep187/icp_replay_dataset
5934061	1	eval_results/round_trip_phase_prompt_go2_matterport_vision_loco_2024-09-25_23-22-02_reliability_fixon_100ep_20260721_accumulated_ep189/icp_replay_dataset
2402364554	5003	eval_results/round_trip_phase_prompt_go2_matterport_vision_loco_2024-09-25_23-22-02_reliability_fixon_100ep_20260721_accumulated_ep214/icp_replay_dataset
819805794	1566	eval_results/round_trip_phase_prompt_go2_matterport_vision_loco_2024-09-25_23-22-02_reliability_fixon_100ep_20260721_accumulated_ep281/icp_replay_dataset
62180013	121	eval_results/round_trip_phase_prompt_go2_matterport_vision_loco_2024-09-25_23-22-02_reliability_fixon_100ep_20260721_accumulated_ep295/icp_replay_dataset
207153231	366	eval_results/round_trip_phase_prompt_go2_matterport_vision_loco_2024-09-25_23-22-02_reliability_fixon_100ep_20260721_accumulated_ep319/icp_replay_dataset
834107811	1961	eval_results/round_trip_phase_prompt_go2_matterport_vision_loco_2024-09-25_23-22-02_reliability_fixon_100ep_20260721_accumulated_ep336/icp_replay_dataset
546449437	1268	eval_results/round_trip_phase_prompt_go2_matterport_vision_loco_2024-09-25_23-22-02_reliability_fixon_100ep_20260721_accumulated_ep337/icp_replay_dataset
233427225	453	eval_results/round_trip_phase_prompt_go2_matterport_vision_loco_2024-09-25_23-22-02_reliability_fixon_100ep_20260721_accumulated_ep347/icp_replay_dataset
2192806293	4053	eval_results/round_trip_phase_prompt_go2_matterport_vision_loco_2024-09-25_23-22-02_reliability_fixon_100ep_20260721_accumulated_ep367/icp_replay_dataset
822397060	1553	eval_results/round_trip_phase_prompt_go2_matterport_vision_loco_2024-09-25_23-22-02_reliability_fixon_100ep_20260721_accumulated_ep368/icp_replay_dataset
2874587097	5003	eval_results/round_trip_phase_prompt_go2_matterport_vision_loco_2024-09-25_23-22-02_reliability_fixon_100ep_20260721_accumulated_ep491/icp_replay_dataset
962617684	1711	eval_results/round_trip_phase_prompt_go2_matterport_vision_loco_2024-09-25_23-22-02_reliability_fixon_100ep_20260721_accumulated_ep498/icp_replay_dataset
613244184	1203	eval_results/round_trip_phase_prompt_go2_matterport_vision_loco_2024-09-25_23-22-02_reliability_fixon_100ep_20260721_accumulated_ep4/icp_replay_dataset
477989398	1003	eval_results/round_trip_phase_prompt_go2_matterport_vision_loco_2024-09-25_23-22-02_reliability_fixon_100ep_20260721_accumulated_ep500/icp_replay_dataset
739058940	1603	eval_results/round_trip_phase_prompt_go2_matterport_vision_loco_2024-09-25_23-22-02_reliability_fixon_100ep_20260721_accumulated_ep515/icp_replay_dataset
588810309	1208	eval_results/round_trip_phase_prompt_go2_matterport_vision_loco_2024-09-25_23-22-02_reliability_fixon_100ep_20260721_accumulated_ep537/icp_replay_dataset
679324849	1378	eval_results/round_trip_phase_prompt_go2_matterport_vision_loco_2024-09-25_23-22-02_reliability_fixon_100ep_20260721_accumulated_ep589/icp_replay_dataset
2551638934	5003	eval_results/round_trip_phase_prompt_go2_matterport_vision_loco_2024-09-25_23-22-02_reliability_fixon_100ep_20260721_accumulated_ep5/icp_replay_dataset
429643933	853	eval_results/round_trip_phase_prompt_go2_matterport_vision_loco_2024-09-25_23-22-02_reliability_fixon_100ep_20260721_accumulated_ep640/icp_replay_dataset
314185404	628	eval_results/round_trip_phase_prompt_go2_matterport_vision_loco_2024-09-25_23-22-02_reliability_fixon_100ep_20260721_accumulated_ep647/icp_replay_dataset
721718219	1703	eval_results/round_trip_phase_prompt_go2_matterport_vision_loco_2024-09-25_23-22-02_reliability_fixon_100ep_20260721_accumulated_ep651/icp_replay_dataset
545470717	1176	eval_results/round_trip_phase_prompt_go2_matterport_vision_loco_2024-09-25_23-22-02_reliability_fixon_100ep_20260721_accumulated_ep653/icp_replay_dataset
1060024158	2053	eval_results/round_trip_phase_prompt_go2_matterport_vision_loco_2024-09-25_23-22-02_reliability_fixon_100ep_20260721_accumulated_ep669/icp_replay_dataset
1355720730	2538	eval_results/round_trip_phase_prompt_go2_matterport_vision_loco_2024-09-25_23-22-02_reliability_fixon_100ep_20260721_accumulated_ep678/icp_replay_dataset
