frame_index,step,phase,hint,vlm_action,vlm_action_raw,arbitration,terminal_state,distance_to_start
562,2810,return,[Hint: anchor A2 · 1.1 m · forward 8°],VLM: forward,The next action is move forward 75 cm.,→ EXECUTED,,2.452
563,2815,return,[Hint: anchor A2 · 1.1 m · forward 8°],VLM: forward,The next action is move forward 75 cm.,→ EXECUTED,,2.411
564,2820,return,[Hint: anchor A2 · 1.1 m · forward 8°],VLM: forward,The next action is move forward 75 cm.,→ EXECUTED,,2.374
565,2825,return,[Hint: anchor A2 · 1.1 m · forward 8°],VLM: forward,The next action is move forward 75 cm.,→ EXECUTED,,2.337
566,2830,return,[Hint: anchor A2 · 1.1 m · forward 8°],VLM: forward,The next action is move forward 75 cm.,→ EXECUTED,,2.297
567,2835,return,[Hint: anchor A2 · 1.1 m · forward 8°],VLM: forward,The next action is move forward 75 cm.,→ EXECUTED,,2.257
568,2840,return,[Hint: anchor A2 · 1.1 m · forward 8°],VLM: forward,The next action is move forward 75 cm.,→ EXECUTED,,2.220
569,2845,return,[Hint: anchor A2 · 1.1 m · forward 8°],VLM: forward,The next action is move forward 75 cm.,→ EXECUTED,,2.181
570,2850,return,[Hint: anchor A2 · 1.1 m · forward 8°],VLM: forward,The next action is move forward 75 cm.,→ EXECUTED,,2.142
571,2855,return,[Hint: anchor A1 · 1.3 m · forward 14°],VLM: forward,The next action is move forward 75 cm.,→ OVERRIDDEN (forward),,2.105
572,2860,return,[Hint: anchor A1 · 1.3 m · forward 14°],VLM: forward,The next action is move forward 75 cm.,→ OVERRIDDEN (forward),,2.067
573,2865,return,[Hint: anchor A1 · 1.3 m · forward 14°],VLM: forward,The next action is move forward 75 cm.,→ OVERRIDDEN (forward),,2.028
574,2870,return,[Hint: anchor A1 · 1.3 m · forward 14°],VLM: forward,The next action is move forward 75 cm.,→ OVERRIDDEN (forward),,1.990
575,2875,return,[Hint: anchor A1 · 1.3 m · forward 14°],VLM: forward,The next action is move forward 75 cm.,→ OVERRIDDEN (forward),,1.953
576,2880,return,[Hint: anchor A1 · 1.3 m · forward 14°],VLM: forward,The next action is move forward 75 cm.,→ OVERRIDDEN (forward),,1.913
577,2885,return,[Hint: anchor A1 · 1.3 m · forward 14°],VLM: forward,The next action is move forward 75 cm.,→ OVERRIDDEN (forward),,1.877
578,2890,return,[Hint: anchor A1 · 1.3 m · forward 14°],VLM: forward,The next action is move forward 75 cm.,→ OVERRIDDEN (forward),,1.839
579,2895,return,[Hint: anchor A1 · 1.3 m · forward 14°],VLM: forward,The next action is move forward 75 cm.,→ OVERRIDDEN (forward),,1.799
580,2900,return,[Hint: anchor A1 · 1.3 m · forward 14°],VLM: forward,The next action is move forward 75 cm.,→ OVERRIDDEN (forward),,1.759
581,2905,return,[Hint: anchor A1 · 1.3 m · forward 14°],VLM: forward,The next action is move forward 75 cm.,→ OVERRIDDEN (forward),,1.723
582,2910,return,[Hint: anchor A1 · 1.3 m · forward 14°],VLM: forward,The next action is move forward 75 cm.,→ OVERRIDDEN (forward),,1.682
583,2915,return,[Hint: anchor A1 · 1.3 m · forward 14°],VLM: forward,The next action is move forward 75 cm.,→ OVERRIDDEN (forward),,1.644
584,2920,return,[Hint: anchor A1 · 1.3 m · forward 14°],VLM: forward,The next action is move forward 75 cm.,→ OVERRIDDEN (forward),,1.607
585,2925,return,[Hint: anchor A1 · 1.3 m · forward 14°],VLM: forward,The next action is move forward 75 cm.,→ OVERRIDDEN (forward),,1.569
586,2930,return,[Hint: anchor A0 · 1.6 m · right 28°],VLM: forward,The next action is move forward 75 cm.,→ EXECUTED,,1.530
587,2935,return,[Hint: anchor A0 · 1.6 m · right 28°],VLM: forward,The next action is move forward 75 cm.,→ EXECUTED,,1.495
588,2940,return,[Hint: anchor A0 · 1.6 m · right 28°],VLM: forward,The next action is move forward 75 cm.,→ EXECUTED,,1.456
589,2945,return,[Hint: anchor A0 · 1.6 m · right 28°],VLM: forward,The next action is move forward 75 cm.,→ EXECUTED,,1.418
590,2950,return,[Hint: anchor A0 · 1.6 m · right 28°],VLM: forward,The next action is move forward 75 cm.,→ EXECUTED,,1.382
591,2955,return,[Hint: anchor A0 · 1.6 m · right 28°],VLM: forward,The next action is move forward 75 cm.,→ EXECUTED,,1.348
592,2960,return,[Hint: anchor A0 · 1.6 m · right 28°],VLM: forward,The next action is move forward 75 cm.,→ EXECUTED,,1.312
593,2965,return,[Hint: anchor A0 · 1.6 m · right 28°],VLM: forward,The next action is move forward 75 cm.,→ EXECUTED,,1.278
594,2970,return,[Hint: anchor A0 · 1.6 m · right 28°],VLM: forward,The next action is move forward 75 cm.,→ EXECUTED,,1.245
595,2975,return,[Hint: anchor A0 · 1.6 m · right 28°],VLM: forward,The next action is move forward 75 cm.,→ EXECUTED,,1.209
596,2980,return,[Hint: anchor A0 · 1.6 m · right 28°],VLM: forward,The next action is move forward 75 cm.,→ EXECUTED,,1.176
597,2985,return,[Hint: anchor A0 · 1.6 m · right 28°],VLM: forward,The next action is move forward 75 cm.,→ EXECUTED,,1.143
598,2990,return,[Hint: anchor A0 · 1.6 m · right 28°],VLM: forward,The next action is move forward 75 cm.,→ EXECUTED,,1.111
599,2995,return,[Hint: anchor A0 · 1.6 m · right 28°],VLM: forward,The next action is move forward 75 cm.,→ EXECUTED,,1.080
600,3000,return,[Hint: anchor A0 · 1.6 m · right 28°],VLM: forward,The next action is move forward 75 cm.,→ EXECUTED,,1.051
601,3005,return,[Hint: anchor A0 · 1.0 m · right 45°],VLM: turn right,The next action is turn right 45 degree.,→ OVERRIDDEN (right),,1.022
602,3010,return,[Hint: anchor A0 · 1.0 m · right 45°],VLM: turn right,The next action is turn right 45 degree.,→ OVERRIDDEN (right),,1.008
603,3015,return,[Hint: anchor A0 · 1.0 m · right 45°],VLM: turn right,The next action is turn right 45 degree.,→ OVERRIDDEN (right),,1.002
604,3020,return,[Hint: anchor A0 · 1.0 m · right 45°],VLM: turn right,The next action is turn right 45 degree.,→ OVERRIDDEN (right),,0.998
605,3025,return,[Hint: anchor A0 · 1.0 m · right 45°],VLM: turn right,The next action is turn right 45 degree.,→ OVERRIDDEN (right),,0.994
606,3030,return,[Hint: anchor A0 · 1.0 m · right 45°],VLM: turn right,The next action is turn right 45 degree.,→ OVERRIDDEN (right),,0.988
607,3035,return,[Hint: anchor A0 · 1.0 m · right 45°],VLM: turn right,The next action is turn right 45 degree.,→ OVERRIDDEN (right),,0.984
608,3040,return,[Hint: anchor A0 · 1.0 m · right 45°],VLM: turn right,The next action is turn right 45 degree.,→ OVERRIDDEN (right),,0.981
609,3045,return,[Hint: anchor A0 · 1.0 m · right 45°],VLM: turn right,The next action is turn right 45 degree.,→ OVERRIDDEN (right),,0.979
610,3050,return,[Hint: anchor A0 · 1.0 m · right 45°],VLM: turn right,The next action is turn right 45 degree.,→ OVERRIDDEN (right),,0.977
611,3055,return,[Hint: anchor A0 · 1.0 m · right 45°],VLM: turn right,The next action is turn right 45 degree.,→ OVERRIDDEN (right),,0.976
612,3060,return,[Hint: anchor A0 · 1.0 m · right 45°],VLM: turn right,The next action is turn right 45 degree.,→ OVERRIDDEN (right),,0.973
613,3065,return,[Hint: anchor A0 · 1.0 m · right 45°],VLM: turn right,The next action is turn right 45 degree.,→ OVERRIDDEN (right),,0.966
614,3070,return,[Hint: anchor A0 · 1.0 m · right 45°],VLM: turn right,The next action is turn right 45 degree.,→ OVERRIDDEN (right),,0.961
615,3075,return,[Hint: anchor A0 · 1.0 m · right 45°],VLM: turn right,The next action is turn right 45 degree.,→ OVERRIDDEN (right),,0.957
616,3080,return,[Hint: anchor A0 · 0.9 m · right 21°],VLM: turn right,The next action is turn right 45 degree.,→ OVERRIDDEN (right),,0.953
617,3085,return,[Hint: anchor A0 · 0.9 m · right 21°],VLM: turn right,The next action is turn right 45 degree.,→ OVERRIDDEN (right),,0.949
618,3090,return,[Hint: anchor A0 · 0.9 m · right 21°],VLM: turn right,The next action is turn right 45 degree.,→ OVERRIDDEN (right),,0.947
619,3095,return,[Hint: anchor A0 · 0.9 m · right 21°],VLM: turn right,The next action is turn right 45 degree.,→ OVERRIDDEN (right),,0.942
620,3100,return,[Hint: anchor A0 · 0.9 m · right 21°],VLM: turn right,The next action is turn right 45 degree.,→ OVERRIDDEN (right),,0.936
621,3105,return,[Hint: anchor A0 · 0.9 m · right 21°],VLM: turn right,The next action is turn right 45 degree.,→ OVERRIDDEN (right),,0.931
622,3110,return,[Hint: anchor A0 · 0.9 m · right 21°],VLM: turn right,The next action is turn right 45 degree.,→ OVERRIDDEN (right),,0.927
623,3115,return,[Hint: anchor A0 · 0.9 m · right 21°],VLM: turn right,The next action is turn right 45 degree.,→ OVERRIDDEN (right),,0.922
624,3120,return,[Hint: anchor A0 · 0.9 m · right 21°],VLM: turn right,The next action is turn right 45 degree.,→ OVERRIDDEN (right),,0.919
625,3125,return,[Hint: anchor A0 · 0.9 m · right 21°],VLM: turn right,The next action is turn right 45 degree.,→ OVERRIDDEN (right),,0.916
626,3130,return,[Hint: anchor A0 · 0.9 m · right 21°],VLM: turn right,The next action is turn right 45 degree.,→ OVERRIDDEN (right),,0.913
627,3135,return,[Hint: anchor A0 · 0.9 m · right 21°],VLM: turn right,The next action is turn right 45 degree.,→ OVERRIDDEN (right),,0.908
628,3140,return,[Hint: anchor A0 · 0.9 m · right 21°],VLM: turn right,The next action is turn right 45 degree.,→ OVERRIDDEN (right),,0.902
629,3145,return,[Hint: anchor A0 · 0.9 m · right 21°],VLM: turn right,The next action is turn right 45 degree.,→ OVERRIDDEN (right),,0.897
630,3150,return,[Hint: anchor A0 · 0.9 m · right 21°],VLM: turn right,The next action is turn right 45 degree.,→ OVERRIDDEN (right),,0.891
631,3155,return,[Hint: anchor A0 · 0.9 m · forward 6°],VLM: forward,The next action is move forward 75 cm.,→ OVERRIDDEN (forward),,0.883
632,3160,return,[Hint: anchor A0 · 0.9 m · forward 6°],VLM: forward,The next action is move forward 75 cm.,→ OVERRIDDEN (forward),,0.859
633,3165,return,[Hint: anchor A0 · 0.9 m · forward 6°],VLM: forward,The next action is move forward 75 cm.,→ OVERRIDDEN (forward),,0.825
634,3170,return,[Hint: anchor A0 · 0.9 m · forward 6°],VLM: forward,The next action is move forward 75 cm.,→ OVERRIDDEN (forward),,0.787
635,3175,return,[Hint: anchor A0 · 0.9 m · forward 6°],VLM: forward,The next action is move forward 75 cm.,→ OVERRIDDEN (forward),,0.750
636,3180,return,[Hint: anchor A0 · 0.9 m · forward 6°],VLM: forward,The next action is move forward 75 cm.,→ OVERRIDDEN (forward),,0.707
637,3185,return,[Hint: anchor A0 · 0.9 m · forward 6°],VLM: forward,The next action is move forward 75 cm.,→ OVERRIDDEN (forward),,0.668
638,3190,return,[Hint: anchor A0 · 0.9 m · forward 6°],VLM: forward,The next action is move forward 75 cm.,→ OVERRIDDEN (forward),,0.632
639,3195,return,[Hint: anchor A0 · 0.9 m · forward 6°],VLM: forward,The next action is move forward 75 cm.,→ OVERRIDDEN (forward),,0.593
640,3200,return,[Hint: anchor A0 · 0.9 m · forward 6°],VLM: forward,The next action is move forward 75 cm.,→ OVERRIDDEN (forward),,0.551
641,3205,return,[Hint: anchor A0 · 0.9 m · forward 6°],VLM: forward,The next action is move forward 75 cm.,→ OVERRIDDEN (forward),,0.513
642,3210,return,[Hint: anchor A0 · 0.9 m · forward 6°],VLM: forward,The next action is move forward 75 cm.,→ OVERRIDDEN (forward),,0.474
643,3215,return,[Hint: anchor A0 · 0.9 m · forward 6°],VLM: forward,The next action is move forward 75 cm.,→ OVERRIDDEN (forward),,0.432
644,3220,return,[Hint: anchor A0 · 0.9 m · forward 6°],VLM: forward,The next action is move forward 75 cm.,→ OVERRIDDEN (forward),,0.395
645,3225,return,[Hint: anchor A0 · 0.9 m · forward 6°],VLM: forward,The next action is move forward 75 cm.,→ OVERRIDDEN (forward),,0.357
646,3226,return,[Hint: anchor A0 · 0.3 m · left 11°],VLM: stop,I think I should stop because I have finished the instruction.,→ EXECUTED,STOP proposed → EXECUTED (episode ends),0.349
